enforcement_zone,hour,violation_count,avg_congestion_score,hourly_frequency_score,hourly_risk_score,recommended_time_window
"3rd Main Road, Nrupathunga Extension, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",7,9,11.512222222222222,28.791934404536885,23.608020749842485,07:00 - 08:00
"Kaliamman Koil Street, Lido Mall, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",23,8,14.58375,27.47448773779771,23.607266416458394,23:00 - 00:00
"4th Main Road, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",20,7,18.018571428571427,26.001707666866103,23.6067667953777,20:00 - 21:00
BTP134 - Mico Bande,6,9,11.455555555555556,28.791934404536885,23.591020749842485,06:00 - 07:00
"Thanisandra Main Road, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",3,5,26.35,22.404479757854222,23.588135830497954,03:00 - 04:00
"1st Cross Road, Block 1, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",5,9,11.384444444444444,28.791934404536885,23.56968741650915,05:00 - 06:00
"12th Cross Road, Ramesh Babu Circle, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",6,9,11.384444444444444,28.791934404536885,23.56968741650915,06:00 - 07:00
"Sarjapura Main Road, Dommansandra Circle, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)",22,6,21.72666666666667,24.33200733349317,23.550405133445217,22:00 - 23:00
"1st Cross Road, Jyothipuram, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",19,6,21.721666666666668,24.33200733349317,23.548905133445217,19:00 - 20:00
"ECC Road, Salarpuria GR Tech Park, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",5,6,21.715,24.33200733349317,23.546905133445215,05:00 - 06:00
"2nd Main Road, BDA Complex, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",8,4,31.512500000000003,20.124698515581514,23.54103896090706,08:00 - 09:00
"5th Cross Road, Kamraj Nagar, HBR Layout, Bengaluru, Karnataka. Pin-560045 (India)",23,8,14.350000000000001,27.47448773779771,23.537141416458393,23:00 - 00:00
"3rd Main Road, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",22,8,14.34875,27.47448773779771,23.53676641645839,22:00 - 23:00
"Whitefield Road, Brigade Summit, Brigade Metropolis, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",1,9,11.267777777777777,28.791934404536885,23.53468741650915,01:00 - 02:00
"16th B Cross Road, 2nd Stage Yelahanka Extension, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",23,10,8.483,29.983709880440145,23.533496916308103,23:00 - 00:00
"15th Main Road, Esteem Gardenia, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",23,10,8.483,29.983709880440145,23.533496916308103,23:00 - 00:00
"MBT Road, Kodandaram, Medahalli, Bengaluru, Karnataka. Pin-560049 (India)",20,6,21.616666666666664,24.33200733349317,23.517405133445216,20:00 - 21:00
"20th Main Road, Ittamadu, Padmanabhanagar, Bengaluru, Karnataka. Pin-560070 (India)",20,4,31.424999999999997,20.124698515581514,23.514788960907055,20:00 - 21:00
"Konanakunte Main Road, Chennabasappa Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",6,7,17.66142857142857,26.001707666866103,23.49962393823484,06:00 - 07:00
"Kengeri Main Road, Annapurneshwari Layout, Nagadevanahalli, Bengaluru, Karnataka. Pin-560056 (India)",6,9,11.149999999999999,28.791934404536885,23.499354083175817,06:00 - 07:00
"Millers Road, Aalco Layout, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)",22,8,14.18375,27.47448773779771,23.487266416458393,22:00 - 23:00
"HMT Main Road, Dr K Shivaramakarantha Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",5,5,25.994,22.404479757854222,23.481335830497954,05:00 - 06:00
"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2,8,14.16,27.47448773779771,23.480141416458395,02:00 - 03:00
"Dr Rajgopal Road, Amar Jyothi Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",5,9,11.08222222222222,28.791934404536885,23.479020749842483,05:00 - 06:00
"BTP200 - 15th Cross, 33rd Main, JP Nagar",2,8,14.15,27.47448773779771,23.477141416458394,02:00 - 03:00
"Yemalur Road, LGCL United Towers, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",0,8,14.14,27.47448773779771,23.474141416458394,00:00 - 01:00
"Srinivagilu Main Road, Patel Narayana Reddy Layout, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",5,8,14.14,27.47448773779771,23.474141416458394,05:00 - 06:00
"7th Cross Road, Bildens Swarganga, Jakkasandra, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",2,8,14.13,27.47448773779771,23.471141416458394,02:00 - 03:00
"Outer Ring Road, Brigade Senate 2, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",20,7,17.552857142857142,26.001707666866103,23.467052509663414,20:00 - 21:00
"Wells Fargo, Service Road, Bellanduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",0,9,10.992222222222221,28.791934404536885,23.452020749842482,00:00 - 01:00
"BTP112 - 14th Cross, KR Road",0,8,14.04125,27.47448773779771,23.44451641645839,00:00 - 01:00
"15th Cross Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",0,9,10.964444444444446,28.791934404536885,23.443687416509153,00:00 - 01:00
"6th Cross Road, Muthukurappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",2,1,57.9,8.667235888955368,23.437065122268756,02:00 - 03:00
"10th Cross Road, LIC Colony Junction, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",7,10,8.15,29.983709880440145,23.4335969163081,07:00 - 08:00
"50 Feet Main Road, Hanumantha Nagar, Bengaluru, Karnataka. Pin-560004 (India)",22,10,8.14,29.983709880440145,23.4305969163081,22:00 - 23:00
"5th Cross Road, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",7,6,21.185,24.33200733349317,23.387905133445216,07:00 - 08:00
"Chikkanayakana Halli Road, Doddakannelli Circle, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",8,8,13.78,27.47448773779771,23.366141416458394,08:00 - 09:00
"3rd Main Road, Gopalan Residency, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",21,7,17.16857142857143,26.001707666866103,23.3517667953777,21:00 - 22:00
"Kengeri Magadi Road, Police Quarters, Stage 1, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)",6,8,13.7175,27.47448773779771,23.347391416458393,06:00 - 07:00
"Castle Street, Mother Teresa Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",1,8,13.69875,27.47448773779771,23.341766416458395,01:00 - 02:00
"Link Road, Defence Colony, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",0,8,13.68875,27.47448773779771,23.338766416458395,00:00 - 01:00
"Neeladri Road, Ganga Vertica Apartments, Electronic City, Bangalore South, Bengaluru Urban, Karnataka, 560100, India",7,9,10.61111111111111,28.791934404536885,23.33768741650915,07:00 - 08:00
"Global City Tech Park Road, Elegant Esplande, BEML Layout Stage 7, Mylasandara, Bengaluru, Karnataka. Pin-560098 (India)",4,9,10.61,28.791934404536885,23.337354083175818,04:00 - 05:00
"C Chowdappa Main Road, Block 6, Padarayanapura, Bengaluru, Karnataka. Pin-560026 (India)",21,9,10.61,28.791934404536885,23.337354083175818,21:00 - 22:00
"Indian Oil, MLA Office Road, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",6,9,10.6,28.791934404536885,23.334354083175818,06:00 - 07:00
"22nd Cross Road, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",4,9,10.6,28.791934404536885,23.334354083175818,04:00 - 05:00
"Narayana Pillai Street, Sulthan Nagar, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",21,9,10.6,28.791934404536885,23.334354083175818,21:00 - 22:00
"Basavanapura Road, Ajith Layout, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",23,2,45.715,13.737243868898855,23.330570708229196,23:00 - 00:00
"2nd Main Road, Block 2 Madhura Nagar, Nagarbhavi Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",18,1,57.54,8.667235888955368,23.32906512226876,18:00 - 19:00
"ITPL Main Road, Visveshwaraiah Industrial Estate, Bengaluru, Karnataka. Pin-560048 (India)",22,8,13.6025,27.47448773779771,23.312891416458392,22:00 - 23:00
"Thavarekere Main Road, Chikka Adugodi New Extension, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",21,5,25.428,22.404479757854222,23.311535830497956,21:00 - 22:00
"1st Main Road, Godrej Tiara, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",19,5,25.419999999999998,22.404479757854222,23.309135830497954,19:00 - 20:00
"Lakshmipura Main Road, Divya Limelite, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",6,9,10.483333333333334,28.791934404536885,23.299354083175817,06:00 - 07:00
"Malagala Main Road, Ramakrishna Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",20,6,20.83,24.33200733349317,23.281405133445215,20:00 - 21:00
"18th Cross Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",8,7,16.925714285714285,26.001707666866103,23.278909652520557,08:00 - 09:00
"Doddathogur Main Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",9,2,45.54,13.737243868898855,23.278070708229194,09:00 - 10:00
"NH 75, Illpaythope, Bengaluru, Karnataka. Pin-560008 (India)",2,3,37.07,17.334471777910736,23.255130244537515,02:00 - 03:00
"13th Cross Road, Palace Orchard Upper, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",2,8,13.39,27.47448773779771,23.249141416458393,02:00 - 03:00
"Cleveland Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",8,7,16.815714285714286,26.001707666866103,23.245909652520556,08:00 - 09:00
"Outer Ring Road, Primeco The Hub, Bellandur Gate, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",0,8,13.338750000000001,27.47448773779771,23.233766416458394,00:00 - 01:00
"Whitefield Main Road, SBR Magnus, Katamnallur, Bengaluru, Karnataka. Pin-560049 (India)",6,1,57.19,8.667235888955368,23.224065122268758,06:00 - 07:00
"60 Feet Road, Mattikere Layout, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)",23,5,25.068,22.404479757854222,23.203535830497955,23:00 - 00:00
"3rd Cross Road, Kotturu, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",0,8,13.22,27.47448773779771,23.198141416458395,00:00 - 01:00
"HAL Airport Road, Kundanahalli Gate Junction, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",8,6,20.548333333333332,24.33200733349317,23.196905133445217,08:00 - 09:00
"Sai Pg Road, Pebble Creek, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",23,8,13.20875,27.47448773779771,23.194766416458393,23:00 - 00:00
"Mahadevapura Flyover, Saraswathi Nagar, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",3,8,13.071250000000001,27.47448773779771,23.153516416458395,03:00 - 04:00
"Thanisandra Main Road, Subdivision Quarters, Sri Balaji Krupa Layout, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",5,8,13.0275,27.47448773779771,23.140391416458392,05:00 - 06:00
"Subramanyapura Main Road, Veerabhadra Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",7,7,16.452857142857145,26.001707666866103,23.137052509663413,07:00 - 08:00
"Hosur Road, AM Industrial Estate, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",23,8,13.00125,27.47448773779771,23.132516416458394,23:00 - 00:00
"Dharmaraja Koil Street, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)",0,9,9.924444444444443,28.791934404536885,23.131687416509152,00:00 - 01:00
"Binny Mill Main Road, SBI Flats Binnyston Gardens, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",5,8,12.9875,27.47448773779771,23.128391416458392,05:00 - 06:00
"1st Main Road, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",5,8,12.98,27.47448773779771,23.126141416458395,05:00 - 06:00
"Muthsandra Main Road, BCM Layout, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",7,9,9.904444444444444,28.791934404536885,23.12568741650915,07:00 - 08:00
"6th Main Road, Block 4, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",3,9,9.894444444444446,28.791934404536885,23.12268741650915,03:00 - 04:00
"6th Cross Road, Navami Funique, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",6,9,9.894444444444446,28.791934404536885,23.12268741650915,06:00 - 07:00
"5th Main Road, Devasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560054 (India)",5,8,12.905000000000001,27.47448773779771,23.103641416458395,05:00 - 06:00
"Konanakunte Main Road, Rainbow Kishore Glendale, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",23,5,24.726,22.404479757854222,23.100935830497953,23:00 - 00:00
"HMT Main Road, HMT Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",22,6,20.141666666666666,24.33200733349317,23.074905133445217,22:00 - 23:00
"MEC Road, BCM Vertex, Industrial Suburb, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",22,8,12.775,27.47448773779771,23.064641416458393,22:00 - 23:00
"11th Cross Road, Sri Chamundi Towers, Krishna Reddy Industrial Area, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",21,8,12.76375,27.47448773779771,23.061266416458395,21:00 - 22:00
"Hosur Road, Muthurayappa Estate, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",0,3,36.37,17.334471777910736,23.045130244537514,00:00 - 01:00
"2nd Cross Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",20,5,24.512,22.404479757854222,23.036735830497953,20:00 - 21:00
"2nd Cross Road, Mill Corner Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",3,8,12.64,27.47448773779771,23.02414141645839,03:00 - 04:00
"Mahatma Gandhi Cross Road, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",22,8,12.59625,27.47448773779771,23.011016416458393,22:00 - 23:00
"Deena Seva Sangh Road, RV Shetty Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",1,8,12.596250000000001,27.47448773779771,23.011016416458393,01:00 - 02:00
"Bellary Road, Embassy Business Hub, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",22,8,12.545,27.47448773779771,22.995641416458394,22:00 - 23:00
"Hosur Road, Vidyanagar, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",2,5,24.362000000000002,22.404479757854222,22.991735830497955,02:00 - 03:00
"Dr Rajkumar Puniya Bhoomi Road, Sri Annamma Devi Circle, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",21,8,12.50875,27.47448773779771,22.984766416458392,21:00 - 22:00
"3rd Cross Road, Nanjamma Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",18,4,29.6575,20.124698515581514,22.98453896090706,18:00 - 19:00
"Anand Nagar Main Road, AGS Layout, Anand Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",4,7,15.924285714285714,26.001707666866103,22.978481081091985,04:00 - 05:00
"Mahatma Gandhi Road, Mayo Hall Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",0,7,15.914285714285715,26.001707666866103,22.975481081091985,00:00 - 01:00
"Old Airport Road, Kemp Fort Mall, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",20,2,44.51,13.737243868898855,22.969070708229196,20:00 - 21:00
"1st A Main Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",23,9,9.326666666666666,28.791934404536885,22.952354083175816,23:00 - 00:00
"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",21,9,9.316666666666668,28.791934404536885,22.94935408317582,21:00 - 22:00
"1st A Main Road, KHB Colony, Block 5, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",6,8,12.36625,27.47448773779771,22.942016416458394,06:00 - 07:00
"1st Main Road, Singayyanapalya, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",20,7,15.795714285714284,26.001707666866103,22.939909652520555,20:00 - 21:00
"6th Main Road, Block 3, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",22,6,19.673333333333336,24.33200733349317,22.934405133445217,22:00 - 23:00
"Mumbai Bengaluru Highway, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",23,8,12.34,27.47448773779771,22.934141416458395,23:00 - 00:00
"Forest Region Road, Vishweshwaraiah Enclave, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",21,8,12.32125,27.47448773779771,22.928516416458393,21:00 - 22:00
"GP Rajarathnam Road, Gitanjali Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",2,8,12.2775,27.47448773779771,22.915391416458395,02:00 - 03:00
"16th Cross Road, Chitrapur Housing Complex, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",1,8,12.2775,27.47448773779771,22.915391416458395,01:00 - 02:00
"Sri Annapoorneshwari Temple Road, Nagarbhavi BDA Shopping Complex, Block 3, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",3,1,56.14,8.667235888955368,22.909065122268757,03:00 - 04:00
"1st Cross Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",2,1,56.13,8.667235888955368,22.906065122268757,02:00 - 03:00
"Sri Patelamma Temple Road, Sri Ammembal Subbarao Pai Nagara, Sahakara Nagar, Bengaluru, Karnataka. Pin-560097 (India)",6,1,56.13,8.667235888955368,22.906065122268757,06:00 - 07:00
"NH 75, Ramayya Circle, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",2,1,56.13,8.667235888955368,22.906065122268757,02:00 - 03:00
"Old Madras Road, Konadasanapura, Konadasapura, Bangalore East, Bengaluru Urban, Karnataka, 560049, India",5,1,56.13,8.667235888955368,22.906065122268757,05:00 - 06:00
"Kodathi Village Road, Kodathi Gate, Kodathi, Bengaluru, Karnataka. Pin-560035 (India)",22,1,56.13,8.667235888955368,22.906065122268757,22:00 - 23:00
"Trinity Circle, Bhaskaran Road, Someshwarpura, Halasuru, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India",23,1,56.13,8.667235888955368,22.906065122268757,23:00 - 00:00
"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",7,6,19.486666666666668,24.33200733349317,22.878405133445217,07:00 - 08:00
"Horamavu Main Road, Sycon Cressida, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",21,8,12.14875,27.47448773779771,22.876766416458395,21:00 - 22:00
"Ejipura Main Road, Gowda Muniswamy Garden, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",23,8,12.1025,27.47448773779771,22.862891416458393,23:00 - 00:00
"Cider Sports & Fitness, 23/2, Begur Road, Alpine Park Apartments, Hongasandra, Bommanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India",8,4,29.2275,20.124698515581514,22.855538960907058,08:00 - 09:00
"Shreepuram Main Road, Sumukha, Mahalakshmipuram, Bengaluru, Karnataka. Pin-560086 (India)",1,7,15.502857142857142,26.001707666866103,22.852052509663412,01:00 - 02:00
"4th Cross Road, Sarangapani, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",0,8,12.0125,27.47448773779771,22.835891416458395,00:00 - 01:00
"3rd Main Road, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",5,9,8.924444444444445,28.791934404536885,22.83168741650915,05:00 - 06:00
"Lakshmipura Main Road, Vymac Circle, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",6,9,8.914444444444445,28.791934404536885,22.82868741650915,06:00 - 07:00
"4th Main Road, Sannenahalli, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",21,9,8.914444444444445,28.791934404536885,22.82868741650915,21:00 - 22:00
"Whitefield Main Road, Tivoli Apartment, Kannamangala, Bengaluru, Karnataka. Pin-560115 (India)",21,8,11.96875,27.47448773779771,22.822766416458393,21:00 - 22:00
"Outer Ring Road, Kristal Campus 2, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",22,6,19.273333333333333,24.33200733349317,22.814405133445216,22:00 - 23:00
"1st Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",23,8,11.92375,27.47448773779771,22.809266416458392,23:00 - 00:00
"FCI Main Road, Ranka Junction, Annaiah Reddy Industrial Area, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",19,5,23.726,22.404479757854222,22.800935830497956,19:00 - 20:00
"Museum Road, Empire Juice Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2,9,8.806666666666667,28.791934404536885,22.796354083175817,02:00 - 03:00
"3rd Cross Road, Industrial Layout, Begur, Bengaluru, Karnataka. Pin-560068 (India)",21,8,11.87875,27.47448773779771,22.79576641645839,21:00 - 22:00
"Coles Road, Veeranna Garden, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",22,8,11.85625,27.47448773779771,22.789016416458395,22:00 - 23:00
"1st Cross Road, Police Quarters Singayyanapalya, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",19,7,15.282857142857143,26.001707666866103,22.786052509663413,19:00 - 20:00
"7th B Main Road, SBI Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",5,4,28.9525,20.124698515581514,22.77303896090706,05:00 - 06:00
"Thigalarapalya Main Road, Ramegowda Layout, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",7,9,8.72888888888889,28.791934404536885,22.773020749842484,07:00 - 08:00
"Avenue Road, Sri Mahalakshmi Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",6,8,11.8025,27.47448773779771,22.772891416458393,06:00 - 07:00
"Whitefield Main Road, White Filed Outer Circle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",1,4,28.95,20.124698515581514,22.772288960907055,01:00 - 02:00
"2nd D Street, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",20,7,15.191428571428572,26.001707666866103,22.75862393823484,20:00 - 21:00
"Unnamed Road, SSVR Fairy Bells, Rajiv Gandhi Nagar, Sahakara Nagar, Bengaluru, Karnataka. Pin-560097 (India)",0,9,8.678888888888888,28.791934404536885,22.758020749842483,00:00 - 01:00
"Moore Road, Veeranna Garden, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",22,8,11.7475,27.47448773779771,22.756391416458392,22:00 - 23:00
"Mahatma Gandhi 2nd Main Road, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",0,7,15.141428571428573,26.001707666866103,22.743623938234844,00:00 - 01:00
"Domlur Inner Ring Road, Embassy Golf Links Business Park, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",2,7,15.141428571428573,26.001707666866103,22.743623938234844,02:00 - 03:00
"Outer Ring Road, Sterling Ascentia, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",21,8,11.68,27.47448773779771,22.736141416458395,21:00 - 22:00
"Hall Road, SBI Senior Officers Flats, Richards Town, Bengaluru, Karnataka. Pin-560005 (India)",5,8,11.66,27.47448773779771,22.730141416458395,05:00 - 06:00
"4th Cross Road, The Premier Aratt, Visveshwaraiah Industrial Estate, Bengaluru, Karnataka. Pin-560048 (India)",5,8,11.66,27.47448773779771,22.730141416458395,05:00 - 06:00
"8th Main Road, Ramamohanapuram, Gayatri Nagar, Bengaluru, Karnataka. Pin-560021 (India)",1,8,11.66,27.47448773779771,22.730141416458395,01:00 - 02:00
"80 Feet Road, MS Ramaiah Hospital Junction, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",5,8,11.625,27.47448773779771,22.719641416458394,05:00 - 06:00
"Church Street, Empire Juice Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",6,7,15.044285714285715,26.001707666866103,22.714481081091986,06:00 - 07:00
"2nd Main Road, MS Reddy Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",5,7,15.038571428571428,26.001707666866103,22.7127667953777,05:00 - 06:00
"Devarabisanahalli Road, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",21,5,23.404,22.404479757854222,22.704335830497953,21:00 - 22:00
"Doddanekundi Flyover, Outer Ring Road, Doddanekundi, Dodda Nekkundi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",3,1,55.42,8.667235888955368,22.69306512226876,03:00 - 04:00
"Karur Vysya Bank, Sampige Road, Malleswaram, Malleshwaram, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560003, India",1,8,11.5275,27.47448773779771,22.690391416458393,01:00 - 02:00
"Bengaluru Bellary Road, Vidyanagar Junction, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)",20,6,18.849999999999998,24.33200733349317,22.687405133445218,20:00 - 21:00
"Dr Vishnuvardhan Main Road, Kodipur, Bengaluru, Karnataka. Pin-560061 (India)",23,6,18.841666666666665,24.33200733349317,22.684905133445216,23:00 - 00:00
"Sri Dinne Anjaneya Swamy Temple Road, Madduramma Junction, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)",6,9,8.414444444444445,28.791934404536885,22.678687416509153,06:00 - 07:00
"B 2nd Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",6,9,8.404444444444444,28.791934404536885,22.675687416509152,06:00 - 07:00
"Dr Rajkumar Puniya Bhoomi Road, Arge Urban Bloom, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",19,5,23.3,22.404479757854222,22.673135830497955,19:00 - 20:00
"1st Main Road, Railway Colony, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",20,6,18.775000000000002,24.33200733349317,22.664905133445217,20:00 - 21:00
"5th Cross Road, Old Prabhu Layout, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)",6,8,11.43875,27.47448773779771,22.663766416458394,06:00 - 07:00
"I Life Road, Aurbis Business Park, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",2,7,14.835714285714287,26.001707666866103,22.65190965252056,02:00 - 03:00
"Queens Road, Nayak Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",6,8,11.32625,27.47448773779771,22.630016416458393,06:00 - 07:00
"RMP Road, Prestige Sunnyside ELM, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",0,4,28.4225,20.124698515581514,22.61403896090706,00:00 - 01:00
