enforcement_zone,latitude,longitude,violation_count,frequency_score,avg_congestion_score,max_congestion_score,priority_score,risk_level,enforcement_demand_score,demand_percentage,cumulative_demand,allocation_weight,recommended_officers
BTP207 - 8th Main Road Basaveshwara Nagar,12.991897484976526,77.53847353051643,213,55.63269419335912,11.815586854460095,30.55,37.47102315301759,Medium,37.78843720540855,0.00028512606161265223,0.08793404764189831,0.0009510326234352172,1
BTP119 - Minerva Circle,12.955163112562813,77.58039649145728,199,54.93123133002496,12.268442211055277,32.31,37.608148328329065,Medium,37.73713200538307,0.00028473894717486804,0.08821878658907319,0.0009497414104985488,1
"Queens Road, Rajiv Gandhi Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",12.988917679411765,77.59900745336135,238,56.778193043123835,11.652731092436975,24.22,36.72891584929301,Medium,37.728462056071045,0.00028467352958460673,0.0885034601186578,0.0009495232113548678,1
"Akme Ballet Inner Road, Ferns Icon, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",12.979338353333333,77.69421436666667,15,28.745298166915855,40.044666666666664,77.68,41.92204908345793,High,37.59354732513705,0.00028365555401510545,0.0887871156726729,0.0009461277729618282,1
"Embassy Tech Square Main Road, Salarpuria Sattva Premia, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.936493037373738,77.69265765656566,99,47.74490678829599,18.721111111111114,47.04,38.89678672748133,Medium,37.51608762245168,0.0002830710953395504,0.08907018676801245,0.0009441783220264813,1
BTP034 - LRDE Junction,12.988339276825316,77.5917559860704,217,55.82469365781867,11.82672811059908,26.67,36.79436526208906,Medium,37.509936350509946,0.0002830246819900615,0.08935321145000252,0.0009440235111709698,1
"Shri Ramalingeshwara Cave Temple Road, Royal Meenakshi Mall, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",12.876286912927757,77.59626192889733,263,57.809626883285816,10.554410646387833,20.01,36.07313663555926,Medium,37.49033851204294,0.0002828768099182993,0.08963608825992082,0.0009435302866528554,1
"80 Feet Road, SBI Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",12.925608068181818,77.63350738068182,88,46.53672208064853,16.459318181818183,61.15,40.43615649486972,High,37.47095850799305,0.0002827305814781353,0.08991881884139896,0.0009430425444370669,1
BTP184 - Lalbagh West Gate,12.94843504744186,77.58018114418606,215,55.72913837514456,11.317255813953489,28.08,36.875745931758324,Medium,37.42006564121322,0.00028234657822893413,0.0902011654196279,0.0009417617088114847,1
"Outer Ring Road, Sumadhura Platinum Square, Kadubisanahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.947220465914908,77.69892258002126,133,50.77921016343243,17.111052631578946,34.72,37.4669208711899,Medium,37.38943401094047,0.00028211545260569207,0.09048328087223359,0.0009409907936360293,1
"BTP177 - Aurobindo Circle, ORR",12.916612181720431,77.58524550268818,186,54.234432870928885,13.672043010752688,27.7,36.75882933869025,Medium,37.38415313277433,0.0002820756066606168,0.09076535647889421,0.0009408578882345943,1
"BTP089 - Police Quarters, Sultan Road",12.960983110344829,77.56353294367817,87,46.419571966633264,20.030459770114945,48.09,38.83692391435112,Medium,37.35042550118853,0.00028182112069949307,0.0910471775995937,0.0009400090550908752,1
"Chinmaya Mission Hospital Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.978363296296298,77.62887580740741,27,34.54721265718409,36.38333333333333,56.15,39.41860632859205,Medium,37.350133628117916,0.0002818189184221493,0.09132899651801585,0.0009400017094361568,1
"HAL Airport Road, MS Reddy Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.956773353787474,77.70295811322615,159,52.617751561063855,15.487924528301887,29.8,36.9152531390225,Medium,37.34053694349078,0.0002817465083122154,0.09161074302632806,0.0009397601868744375,1
"Bellary Road, HGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",13.024086136725664,77.5849156778761,226,56.24411747125041,11.968362831858407,21.74,36.06056758518273,Medium,37.297191600338174,0.0002814194535860521,0.09189216247991411,0.0009386693019778737,1
"Embassy Tech Square Main Road, Rajiv Nagar, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.936265077894737,77.69272921894738,95,47.321677625297376,17.809157894736842,50.21,39.04558618106974,Medium,37.281127957071455,0.0002812982481677149,0.09217346072808183,0.0009382650235814205,1
"Field Marshal KM Cariappa Road, Professor Asirvadam Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",12.971132945454544,77.60538849772728,44,39.46623868572414,30.342499999999998,49.11,38.65786934286207,Medium,37.23730627714828,0.00028096759932553535,0.09245442832740737,0.000937162150578387,1
"HAL Airport Road, Miraya Rose, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)",12.956381420895523,77.73220281641791,67,43.746483612940445,22.16044776119403,53.72,39.26537613482843,Medium,37.188722703535156,0.0002806010204451207,0.0927350293478525,0.0009359394336076376,1
"Outer Ring Road, SLS Serenity Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.942092664010064,77.69695315451905,90,46.767124335392104,21.628666666666668,38.91,37.65416216769606,Medium,37.18295171779899,0.0002805574764788637,0.09301558682433135,0.0009357941935260053,1
BTP009 - Prakash Nagar Junction,12.992517874427481,77.55763266068702,262,57.770280821722274,9.712557251908397,20.01,35.80090758643366,Medium,37.17404949011519,0.00028049030627266374,0.09329607713060402,0.0009355701485647775,1
"80 Feet Road, KGE Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",13.028167460194174,77.57271092961165,206,55.2878941341491,10.984611650485437,29.13,36.765330562220186,Medium,37.165955851451905,0.0002804292371338784,0.0935765063677379,0.0009353664535993245,1
"BTP093 - Toll Gate, Mysore Road",12.958754304444446,77.55213842444445,90,46.767124335392104,19.375333333333334,46.33,38.46216216769605,Medium,37.136285051132326,0.0002802053612854534,0.09385671172902335,0.0009346197199116103,1
"Netaji Road, Sri Ramakrishnappa Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",13.000123217777778,77.61108113166667,180,53.89632655753107,12.386111111111111,31.58,36.979996612098866,Medium,37.13611849553098,0.0002802041045692152,0.09413691583359257,0.0009346155281582008,1
"JJR Main Road, JJR Nagar Circle, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",12.964392805882353,77.55535858117646,85,46.181224118363545,20.798235294117646,44.56,38.242082647417064,Medium,37.13505561804113,0.00028019608481251,0.09441711191840509,0.000934588778410333,1
BTP132 - Anepalya Junction,12.951251251265823,77.60690484050633,158,52.5527502523514,14.341075949367088,31.56,36.89069791098583,Medium,37.07938922107175,0.00027977606372389576,0.09469688798212898,0.000933187805957855,1
"Markham Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",12.970007670789549,77.60675720585787,228,56.33506257001574,11.693728070175439,19.98,35.6716497060605,Medium,37.07508923807006,0.00027974361895218936,0.09497663160108118,0.0009330795870311872,1
"Old Madras Road, Ramayya Circle, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.97439505516824,77.62435188396357,87,46.419571966633264,16.85712643678161,56.21,39.508923914351115,Medium,37.05175883452186,0.0002795675834616669,0.09525619918454284,0.0009324924239587468,1
"Siddavanahalli Krishna Sharma Road, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",12.999790201463414,77.56937757365854,205,55.23768737850938,11.982585365853657,24.19,36.05161929901079,Medium,36.99363293622894,0.0002791290046348191,0.09553532818917766,0.0009310295525189315,1
"Panathur Main Road, Indiqube Alpha, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.939214369864645,77.6960451495025,74,44.762312621490615,21.919999999999998,47.02,38.36115631074531,Medium,36.99327194181984,0.0002791262808144724,0.09581445446999214,0.0009310204672673222,1
"1st Cross Road, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560068 (India)",12.925796940361444,77.61922491265061,166,53.061695365875785,15.599819277108434,23.45,35.900793466070425,Medium,36.98886919821963,0.000279093060680594,0.09609354753067273,0.0009309096621346924,1
"T Mariyappa Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",12.937510979069769,77.58513616744186,172,53.427651290896705,12.33581395348837,32.28,36.87056983149486,Medium,36.93074309371411,0.0002786544802978051,0.09637220201097053,0.0009294467855050645,1
"Sri Sri Sri Tiruchi Mahaswamiji Road, Ideal Home Township, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",12.931805346141878,77.51560760645737,96,47.429115631081515,18.4446875,43.86,38.019964065540755,Medium,36.92765422209484,0.00027863117375578417,0.09665083318472632,0.0009293690469718839,1
"Ayyappa Temple Road, Fortuna Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",13.070344972400001,77.5876054748,250,57.286099077217756,9.65864,20.0,35.54064153860888,Medium,36.88787849246977,0.0002783310529258563,0.09692916423765217,0.0009283679995803563,1
"Old Madras Road, Illpaythope, Bengaluru, Karnataka. Pin-560008 (India)",12.975891194871796,77.62637186666666,39,38.245102477605926,27.80589743589744,61.11,39.686320469572195,Medium,36.87787046524736,0.000278255539102119,0.09720741977675429,0.0009281161246395378,1
"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",13.009158810784314,77.55442420980393,204,55.18723630679517,12.899754901960785,19.95,35.45354462398582,Medium,36.86289418442362,0.00027814253818743,0.09748556231494172,0.0009277392122109109,1
BTP105 - Shivasankara Circle,12.956902590860215,77.57416609784947,186,54.234432870928885,11.363924731182795,30.18,36.562393854819284,Medium,36.82431173492486,0.000277851421044555,0.09776341373598628,0.0009267681964484462,1
"Gaushala Road, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",12.979737300000002,77.6953296,3,14.372649083457928,60.36666666666667,77.66,40.82832454172896,High,36.79929032923519,0.00027766262639233034,0.0980410763623786,0.0009261384754317835,1
"BTP145 - Sri Hatti Maramma Circle, Domluru",12.961282601803124,77.63615441362482,175,53.605896508362214,13.467485714285713,25.93,36.02919396846682,Medium,36.789863079599215,0.0002775914947245682,0.09831866785710318,0.000925901217089917,1
"15th Cross Road, Oscar Orchards, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",13.063345783495144,77.58690299417476,103,48.15153438685284,17.61223300970874,41.4,37.63943709633904,Medium,36.787625466167114,0.0002775746112027163,0.0985962424683059,0.0009258449024198767,1
"BTP168 - MSR Building, JC Road",12.961180810606061,77.58428897045455,132,50.70154931507149,14.76719696969697,37.19,37.21893374844483,Medium,36.77337106268325,0.0002774670570875806,0.09887370952539347,0.0009254861576888609,1
"Padmabhushan Dr RK Srikantan Road, Seshadripuram Police Station Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.987274408791208,77.57435944945055,182,54.01025819612902,14.488516483516483,19.93,35.33768404311945,Medium,36.76962277710173,0.0002774387750525271,0.099151148300446,0.000925391823492117,1
"Devasandra Main Road, Nanjamma Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",13.00797207704918,77.696674,61,42.78878707160525,28.7127868852459,31.47,36.302229601376396,Medium,36.730308299218954,0.00027714213451716593,0.09942829043496317,0.0009244023845577518,1
"1st Cross Road, Subhams Antique City, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)",13.045795445000001,77.750369905,60,42.62020327947646,21.071666666666665,58.65,39.36160163973823,Medium,36.68119513704539,0.000276771559718643,0.0997050619946818,0.0009231663392772014,1
"Amrutha College Road, Azalea, Owners Court Layout, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)",12.8992672056841,77.6754188882095,176,53.664637032512864,12.79875,26.64,35.99994351625644,Medium,36.65911286788208,0.00027660494180841344,0.09998166693649022,0.0009226105883669525,1
"Domlur Inner Ring Road, Sony World Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",12.969969895081967,77.64128831557377,122,49.8911623710287,13.715573770491803,43.88,37.83625331666189,Medium,36.62859012373791,0.0002763746377664619,0.10025804157425668,0.0009218424135604612,1
BTP216 - Yediyur Junction,12.93804460616813,77.57688296083747,172,53.427651290896705,12.995348837209301,26.63,35.938430296611145,Medium,36.596580303016445,0.00027613311324758256,0.10053417468750425,0.0009210368130639139,1
"Kumbar Street, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",13.008435464583334,77.69547065416667,96,47.429115631081515,20.901354166666668,31.51,36.28696406554076,Medium,36.552487555428165,0.0002758004191116174,0.10080997510661587,0.0009199271180218722,1
"8th Cross Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",12.999282817791412,77.57140162147239,163,52.87375653783407,11.894969325153374,32.27,36.45936906646305,Medium,36.47080535961242,0.00027518410035066364,0.10108515920696654,0.0009178713983700555,1
"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",12.989300700000001,77.50061117309644,197,54.82703271648044,10.424568527918781,26.66,35.872886916615855,Medium,36.46946697883582,0.00027517400183196345,0.1013603332087985,0.0009178377149505955,1
"Konadasapura Cross Road, Subhams Antique City, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)",13.04597665614035,77.75056609824561,57,42.09735259026713,20.965614035087718,59.71,39.28036050565988,Medium,36.462508836927626,0.00027512150038588244,0.10163545470918439,0.0009176625973632443,1
"20th Main Road, KHB Colony, Block 5, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",12.936451608247424,77.61728638247423,97,47.53545168918129,16.72855670103093,44.57,37.70029285489993,Medium,36.45649327441054,0.0002750761110081858,0.10191053082019258,0.0009175112019464144,1
"Allalasandra Main Road, Taralabalu Enclave, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",13.093178792640694,77.59411233203463,231,56.47000167372506,9.71,19.98,35.14400083686253,Medium,36.455000920548784,0.0002750648507124286,0.102185595670905,0.0009174736434414008,1
"Hosapalya Main Road, S Nazir Sab Layout, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)",12.90662063860465,77.63157391860464,215,55.72913837514456,10.978232558139535,19.26,35.01003895501414,Medium,36.41940750167834,0.0002747962867787922,0.10246039195768379,0.0009165778534847699,1
"Mysore Road, Dr Ambedkar Nagar, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",12.940459135338347,77.52456168270676,133,50.77921016343243,12.091729323308272,42.48,37.5131238787087,Medium,36.40867085304573,0.00027471527526929534,0.1027351072329531,0.0009163076411163547,1
"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",12.947727824050633,77.53402194050634,79,45.43142701933488,22.396835443037972,35.73,36.58076414257883,Medium,36.399177265697475,0.0002746436430618963,0.103009750876015,0.0009160687132339302,1
"Hosur Road, Pramuk Aqua Heights, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",12.840963495167125,77.67642061332508,127,50.30427179210275,14.658346456692914,35.77,36.703639833059256,Medium,36.374770745499035,0.00027445948792089315,0.10328421036393588,0.0009154544672198102,1
"Sri Sankasta Hara Ganapati Temple Road, Hampi Nagar, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",12.964350274757281,77.540553192233,206,55.2878941341491,10.102087378640778,24.19,35.512573280666786,Medium,36.363072356306276,0.0002743712197657532,0.10355858158370164,0.0009151600504461426,1
"8th Main Road, JJR Nagar Circle, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",12.96467945128205,77.55480575512821,78,45.30101429630369,19.85269230769231,44.55,37.51631484045954,Medium,36.319000170659336,0.0002740386807763299,0.10383262026447797,0.0009140508728924773,1
"Rampura Main Road, Avalahalli South Taluka, Bengaluru, Karnataka. Pin-560049 (India)",13.035830179166666,77.73529520416666,24,33.37225770483806,34.18833333333333,59.68,38.87862885241903,Medium,36.2886584043276,0.0002738097422708946,0.10410643000674887,0.0009132872528073894,1
"MBT Road, ITI Township, KR Puram, Bengaluru, Karnataka. Pin-560016 (India)",13.006828263235294,77.68803427573529,136,51.00876215575879,14.867867647058823,30.13,35.99074137199704,Medium,36.27157286213792,0.00027368082629248094,0.10438011083304134,0.0009128572559826164,1
"9th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",12.912693984824994,77.63525726828944,195,54.721776230910244,12.935897435897436,16.42,34.52565734622436,Medium,36.26654102956474,0.00027364285947748706,0.10465375369251884,0.0009127306183842752,1
BTP106 - VV Puram College,12.952855020536774,77.57449485352718,159,52.617751561063855,13.222641509433963,26.62,35.59966823336212,Medium,36.22968788688701,0.0002733647905175924,0.10492711848303643,0.000911803124591078,1
"Outer Ring Road, Bellandur Junction, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",12.925733605681819,77.67644708125,176,53.664637032512864,13.475,19.93,34.86081851625643,Medium,36.224800367882075,0.0002733279125954556,0.10520044639563189,0.0009116801189744105,1
BTP079 - Town Hall Junction,12.964742432716049,77.58478980123456,162,52.81034548524538,12.278456790123457,28.39,35.76670977965973,Medium,36.182149893428175,0.00027300610087985466,0.10547345249651174,0.0009106067220411062,1
"Dr Rajkumar Puniya Bhoomi Road, Nagarabavi Circle, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",12.958029910843374,77.51916870240963,83,45.93726757383664,19.33433734939759,41.38,37.0449349917376,Medium,36.17051523789931,0.00027291831361595876,0.10574637081012771,0.0009103139092711514,1
"Devasandra Main Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",13.008215057281555,77.69598140582524,103,48.15153438685284,18.648543689320388,31.51,35.97233030022254,Medium,36.1613342040312,0.00027284903972632637,0.10601921984985403,0.000910082847513345,1
"Old Tharagupete Cross Road, Chickpet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",12.969688961676647,77.5758315754491,167,53.12359211556561,12.094670658682634,26.63,35.516197255387596,Medium,36.1141103941,0.0002724927207055943,0.10629171257055962,0.0009088943521118721,1
"BTP190 - 36th Cross, 4th Main, Jayanagar",12.922585208123428,77.5812768107059,145,51.66841267820509,11.06841379310345,37.9,36.73473047703358,Medium,36.08157180059901,0.00027224720642393923,0.10656395977698356,0.0009080754438365198,1
"Amrutha College Road, Kristal Jasper Villa, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",12.899996296363637,77.67545218787879,165,52.999426861707235,13.596727272727273,21.68,34.9147316126718,Medium,36.076539319393525,0.0002722092347148035,0.10683616901169836,0.0009079487899138602,1
"80 Feet Ring Road, One Bangalore West, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",13.009400127333333,77.55431369,150,52.01752562117906,12.770266666666666,29.79,35.79784281058953,Medium,36.05823242498182,0.0002720711032362352,0.1071082401149346,0.0009074880549614017,1
"BTP033 - Sophia High School, Sankey Road",12.990444546153846,77.58866545673077,208,55.3875840827917,10.170384615384616,19.96,34.736907426011236,Medium,36.018805860920054,0.0002717736169741613,0.10738001373190875,0.0009064957951214703,1
"Whitefield Road, Police Quarters Singayyanapalya, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",12.996235659271576,77.69361404193224,96,47.429115631081515,18.1403125,35.74,36.30465156554076,Medium,36.00912297209483,0.00027170055642548706,0.10765171428833424,0.0009062521030335486,1
BTP146 - Domlur Water Tank,12.960488461643836,77.63886880273972,146,51.73918206410488,13.886506849315069,26.61,35.35754308684696,Medium,35.977827532517956,0.00027146442214492694,0.10792317871047917,0.0009054644815756786,1
"MBT Road, Subhams Antique City, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)",13.045928711320753,77.75030714150944,53,41.356489291686636,20.709811320754714,59.71,38.833188042069736,Medium,35.9655030726918,0.0002713714300830263,0.1081945501405622,0.0009051543082997325,1
"ITPL Main Road, MS Ramaiah Silicon Field Apartment, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",12.962296348387097,77.7168404892473,186,54.234432870928885,11.511612903225807,21.0,34.77070030643218,Medium,35.95800259513992,0.0002713148365379437,0.10846586497710015,0.0009049655415930169,1
"CV Raman Road, Samvidhana Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",13.01861267048264,77.55892818899143,114,49.193913153263026,15.642543859649123,33.99,36.08771973452625,Medium,35.93054258517186,0.00027110764182249476,0.10873697261892264,0.0009042744475110489,1
"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)",13.050463043555556,77.52553367377777,225,56.198343998316815,9.643777777777778,16.44,34.28030533249174,Medium,35.928411421296474,0.0002710915614972054,0.10900806418041985,0.0009042208118880577,1
"MS Ramaiah Road, Nada Prabhu Kempegowda Circle, Mathikere, Bengaluru, Karnataka. Pin-560054 (India)",13.03448304545577,77.55750259714024,111,48.91986174064202,16.17810810810811,33.28,35.96936330275344,Medium,35.89626179519095,0.0002708489821011865,0.10927891316252103,0.0009034116928686234,1
BTP122 - Siddapura Junction,12.948400291780821,77.59279610068494,146,51.73918206410488,13.849246575342466,25.55,35.13436500465518,Medium,35.85878643662755,0.0002705662183198577,0.10954947938084089,0.0009024685395867081,1
"Outer Ring Road, Anand Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.961070144425245,77.70162200317904,126,50.22295627895621,14.275555555555556,32.24,35.84214480614477,Medium,35.84307039787036,0.00027044763569071566,0.10981992701653161,0.0009020730094543555,1
"2nd Cross Road, Sharadamma Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",12.951916446666667,77.70016207333333,15,28.745298166915855,35.17266666666667,76.97,40.31844908345793,High,35.81734732513706,0.00027025354673220283,0.1100901805632638,0.0009014256293785033,1
"Bellary Road, Vista Pixel, Jakkuru Layout, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",13.07173763203125,77.59301467109375,128,50.38495449328714,12.841875,35.77,36.19903974664357,Medium,35.783381221307934,0.0002699972614203631,0.11036017782468417,0.0009005707945342653,1
"ITPL Main Road, Maruthi Emerald, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",12.959752441818182,77.71626531151514,165,52.999426861707235,12.032909090909092,24.16,34.94158615812634,Medium,35.77720295575716,0.0002699506443953056,0.11063012846907948,0.0009004153043227201,1
"1st Cross Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",13.007876609473684,77.69576078105264,95,47.321677625297376,18.24957894736842,33.27,35.78971249685922,Medium,35.7412753254925,0.0002696795587278896,0.11089980802780737,0.000899511103170429,1
"Old Airport Road, Anjaneya Techno Park, ISRO Colony, Domlur, Bengaluru, Karnataka. Pin-560008 (India)",12.960071212903227,77.6454780733871,124,50.058386557257094,15.111612903225806,29.06,35.37467714959629,Medium,35.72717712262043,0.0002695731831972245,0.1111693812110046,0.0008991562895857797,1
"5th Cross Road, Rajath Greens, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",13.034495741216215,77.62465284391892,148,51.8792879094744,15.45864864864865,17.79,34.135238549331795,Medium,35.723135377237945,0.0002695426869124301,0.11143892389791703,0.0008990545698006118,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",12.978254530588236,77.63772722705882,85,46.181224118363545,17.65035294117647,41.38,36.66171794153472,Medium,35.71529679451172,0.00026948354225372927,0.11170840744017076,0.0008988572939023361,1
"MBT Road, Avalahalli South Taluka, Bengaluru, Karnataka. Pin-560049 (India)",13.03558321641791,77.73561866119402,67,43.746483612940445,17.215671641791044,56.19,38.27594329900754,Medium,35.705051061744115,0.0002694062348642629,0.11197781367503502,0.000898599436556714,1
"ITPL Main Road, Arvind Avenue, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",12.957105130959574,77.7151947422834,104,48.250747342797744,14.248557692307692,41.4,36.67994097909118,Medium,35.664906230846455,0.00026910332904506385,0.11224691700408009,0.0008975890998857785,1
"BTP102 - BMTC Junction, KH Road",12.955459190857143,77.59290232228571,175,53.605896508362214,12.509257142857143,17.81,34.11772539703825,Medium,35.64248307959922,0.00026893413906852907,0.11251585114314862,0.0008970247698966757,1
"Old Madras Road, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.973903341964286,77.62334758392856,112,49.01201945658784,15.21107142857143,33.28,35.72533115686535,Medium,35.608485701123314,0.0002686776177792972,0.11278452876092791,0.0008961691479542781,1
BTP196 - Sarakki Main Road,12.910996460923245,77.57833824855072,138,51.15902094203526,13.967681159420291,25.54,34.87781481884372,Medium,35.580149923916494,0.0002684638151149055,0.11305299257604282,0.0008954560131827184,1
"Saunders Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",12.995267930357143,77.6108465202381,168,53.18512152333188,11.176011904761904,24.16,34.77736433309451,Medium,35.5794210044992,0.0002684583151805855,0.1133214508912234,0.0008954376682550906,1
"Konanakunte Main Road, Gopalan Jewels, Siddanna Layout, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)",12.888325058278086,77.56238099960221,175,53.605896508362214,11.649942857142857,19.93,34.283931111323966,Medium,35.55372307959922,0.00026826441597066264,0.11358971530719407,0.0008947909210820964,1
"Kempapura Main Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",13.049405731707317,77.59336650426829,164,52.936782110517946,11.825182926829267,22.39,34.49394593330776,Medium,35.49304418517512,0.0002678065739568183,0.11385752188115089,0.0008932637976438442,1
"Rajatha Bhavana Road, Dr K Shivaramakarantha Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",13.05079391060606,77.55263934469697,132,50.70154931507149,13.406060606060606,29.07,35.18659283935393,Medium,35.48497333541053,0.00026774567676769305,0.11412526755791859,0.0008930606762132529,1
"BSR Paradise Road, Prestige Sunnyside Oak, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.932128254439592,77.69607796015858,79,45.43142701933488,21.16379746835443,30.78,35.22085275017377,Medium,35.472613974558236,0.00026765242136618734,0.11439291997928477,0.0008927496245729998,1
"Panathur Main Road, High Cliff, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.93763772801353,77.70096441232823,142,51.4531591031123,12.877605633802816,26.61,34.911861241697,Medium,35.46739947854275,0.000267613076296051,0.11466053305558083,0.0008926183898305166,1
"Queens Road, Govinda Chetty Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",12.989493233939395,77.59920679636363,165,52.999426861707235,11.081333333333333,24.16,34.65611343085362,Medium,35.44415144060565,0.0002674376622808803,0.1149279707178617,0.0008920332996774398,1
"Varthur Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",12.942546605263159,77.74697942631579,38,37.982615678318496,25.719736842105263,55.46,37.799228891790825,Medium,35.438346517812015,0.0002673938622484757,0.11519536458011018,0.0008918872054919815,1
"Kamaraj Road, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",12.983183464233576,77.61085443868613,137,51.08416375922551,12.026934306569343,31.19,35.38816217158356,Medium,35.4247170748733,0.0002672910236641234,0.1154626556037743,0.0008915441893253295,1
"Laggere Service Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",13.007617792857143,77.52682079821429,56,41.91704065799789,25.55125,33.94,35.41189532899894,Medium,35.39130986189883,0.00026703895536574185,0.11572969455914005,0.0008907034202502797,1
